* Measurement data measured by REW V5.19
* Source: Vector average
* Format: Vector average
* Dated: Feb 2, 2019 7:27:44 PM
* REW Settings:
*  C-weighting compensation: Off
*  Target level: 65.0 dB
* Note: Vector average of Feb 2 19:20:37, Feb 2 19:21:44, Feb 2 19:23:07, Feb 2 19:24:30, Feb 2 19:25:49, Feb 2 19:27:21
* Measurement: Vector average
* Smoothing: 1/12 octave
* Frequency Step: 0.36621097 Hz
* Start Frequency: 9.887695 Hz
*
* Freq(Hz) SPL(dB) Phase(degrees)
12039.552 64.140 84.422
12039.918 64.140 84.188
12040.284 64.140 83.953
12040.650 64.139 83.719
12041.017 64.139 83.477
12041.383 64.139 83.242
12041.749 64.138 83.008
12042.115 64.138 82.773
12042.481 64.138 82.539
12042.848 64.138 82.305
12043.214 64.137 82.070
12043.580 64.137 81.836
12043.946 64.137 81.602
12044.312 64.136 81.367
12044.679 64.136 81.133
12045.045 64.136 80.898
12045.411 64.136 80.664
12045.777 64.135 80.430
12046.144 64.135 80.195
12046.510 64.135 79.961
12046.876 64.134 79.727
12047.242 64.134 79.492
12047.608 64.134 79.258
12047.975 64.133 79.023
12048.341 64.133 78.789
12048.707 64.133 78.555
12049.073 64.133 78.320
12049.439 64.132 78.086
12049.806 64.132 77.852
12050.172 64.132 77.617
12050.538 64.131 77.383
12050.904 64.131 77.148
12051.271 64.131 76.914
12051.637 64.130 76.680
12052.003 64.130 76.445
12052.369 64.130 76.211
12052.735 64.130 75.977
12053.102 64.129 75.742
12053.468 64.129 75.508
12053.834 64.129 75.273
12054.200 64.128 75.039
12054.566 64.128 74.805
12054.933 64.128 74.570
12055.299 64.127 74.336
12055.665 64.127 74.102
12056.031 64.127 73.867
12056.397 64.126 73.633
12056.764 64.126 73.398
12057.130 64.126 73.164
12057.496 64.125 72.930
12057.862 64.125 72.695
12058.229 64.125 72.461
12058.595 64.125 72.227
12058.961 64.124 71.992
12059.327 64.124 71.766
12059.693 64.124 71.531
12060.060 64.123 71.297
12060.426 64.123 71.062
12060.792 64.123 70.828
12061.158 64.122 70.594
12061.524 64.122 70.359
12061.891 64.122 70.125
12062.257 64.121 69.891
12062.623 64.121 69.656
12062.989 64.121 69.422
12063.355 64.120 69.195
12063.722 64.120 68.961
12064.088 64.120 68.727
12064.454 64.119 68.492
12064.820 64.119 68.258
12065.187 64.119 68.023
12065.553 64.118 67.789
12065.919 64.118 67.555
12066.285 64.118 67.328
12066.651 64.117 67.094
12067.018 64.117 66.859
12067.384 64.117 66.625
12067.750 64.117 66.391
12068.116 64.116 66.156
12068.482 64.116 65.922
12068.849 64.116 65.695
12069.215 64.115 65.461
12069.581 64.115 65.227
12069.947 64.115 64.992
12070.313 64.114 64.758
12070.680 64.114 64.523
12071.046 64.114 64.297
12071.412 64.113 64.062
12071.778 64.113 63.828
12072.145 64.113 63.594
12072.511 64.112 63.359
12072.877 64.112 63.125
12073.243 64.112 62.898
12073.609 64.111 62.664
12073.976 64.111 62.430
12074.342 64.111 62.195
12074.708 64.110 61.961
12075.074 64.110 61.734
12075.440 64.109 61.500
12075.807 64.109 61.266
12076.173 64.109 61.031
12076.539 64.108 60.797
12076.905 64.108 60.570
12077.271 64.108 60.336
12077.638 64.107 60.102
12078.004 64.107 59.867
12078.370 64.107 59.641
12078.736 64.106 59.406
12079.103 64.106 59.172
12079.469 64.106 58.938
12079.835 64.105 58.703
12080.201 64.105 58.477
12080.567 64.105 58.242
12080.934 64.104 58.008
12081.300 64.104 57.773
12081.666 64.104 57.547
12082.032 64.103 57.312
12082.398 64.103 57.078
12082.765 64.103 56.844
12083.131 64.102 56.617
12083.497 64.102 56.383
12083.863 64.102 56.148
12084.229 64.101 55.914
12084.596 64.101 55.688
12084.962 64.100 55.453
12085.328 64.100 55.219
12085.694 64.100 54.992
12086.061 64.099 54.758
12086.427 64.099 54.523
12086.793 64.099 54.289
12087.159 64.098 54.062
12087.525 64.098 53.828
12087.892 64.098 53.594
12088.258 64.097 53.367
12088.624 64.097 53.133
12088.990 64.097 52.898
12089.356 64.096 52.672
12089.723 64.096 52.438
12090.089 64.095 52.203
12090.455 64.095 51.969
12090.821 64.095 51.742
12091.188 64.094 51.508
12091.554 64.094 51.273
12091.920 64.094 51.047
12092.286 64.093 50.812
12092.652 64.093 50.578
12093.019 64.093 50.352
12093.385 64.092 50.117
12093.751 64.092 49.883
12094.117 64.091 49.656
12094.483 64.091 49.422
12094.850 64.091 49.188
12095.216 64.090 48.961
12095.582 64.090 48.727
12095.948 64.090 48.500
12096.314 64.089 48.266
12096.681 64.089 48.031
12097.047 64.088 47.805
12097.413 64.088 47.570
12097.779 64.088 47.336
12098.146 64.087 47.109
12098.512 64.087 46.875
12098.878 64.087 46.641
12099.244 64.086 46.414
12099.610 64.086 46.180
12099.977 64.086 45.953
12100.343 64.085 45.719
12100.709 64.085 45.484
12101.075 64.084 45.258
12101.441 64.084 45.023
12101.808 64.084 44.797
12102.174 64.083 44.562
12102.540 64.083 44.328
12102.906 64.082 44.102
12103.272 64.082 43.867
12103.639 64.082 43.641
12104.005 64.081 43.406
12104.371 64.081 43.172
12104.737 64.081 42.945
12105.104 64.080 42.711
12105.470 64.080 42.484
12105.836 64.079 42.250
12106.202 64.079 42.016
12106.568 64.079 41.789
12106.935 64.078 41.555
12107.301 64.078 41.328
12107.667 64.077 41.094
12108.033 64.077 40.867
12108.399 64.077 40.633
12108.766 64.076 40.406
12109.132 64.076 40.172
12109.498 64.076 39.938
12109.864 64.075 39.711
12110.230 64.075 39.477
12110.597 64.074 39.250
12110.963 64.074 39.016
12111.329 64.074 38.789
12111.695 64.073 38.555
12112.062 64.073 38.328
12112.428 64.072 38.094
12112.794 64.072 37.867
12113.160 64.072 37.633
12113.526 64.071 37.398
12113.893 64.071 37.172
12114.259 64.070 36.938
12114.625 64.070 36.711
12114.991 64.070 36.477
12115.357 64.069 36.250
12115.724 64.069 36.016
12116.090 64.068 35.789
12116.456 64.068 35.555
12116.822 64.068 35.328
12117.188 64.067 35.094
12117.555 64.067 34.867
12117.921 64.066 34.633
12118.287 64.066 34.406
12118.653 64.066 34.172
12119.020 64.065 33.945
12119.386 64.065 33.711
12119.752 64.064 33.484
12120.118 64.064 33.250
12120.484 64.064 33.023
12120.851 64.063 32.789
12121.217 64.063 32.562
12121.583 64.062 32.328
12121.949 64.062 32.102
12122.315 64.062 31.875
12122.682 64.061 31.641
12123.048 64.061 31.414
12123.414 64.060 31.180
12123.780 64.060 30.953
12124.146 64.059 30.719
12124.513 64.059 30.492
12124.879 64.059 30.258
12125.245 64.058 30.031
12125.611 64.058 29.797
12125.978 64.057 29.570
12126.344 64.057 29.344
12126.710 64.057 29.109
12127.076 64.056 28.883
12127.442 64.056 28.648
12127.809 64.055 28.422
12128.175 64.055 28.188
12128.541 64.054 27.961
12128.907 64.054 27.727
12129.273 64.054 27.500
12129.640 64.053 27.273
12130.006 64.053 27.039
12130.372 64.052 26.812
12130.738 64.052 26.578
12131.104 64.052 26.352
12131.471 64.051 26.125
12131.837 64.051 25.891
12132.203 64.050 25.664
12132.569 64.050 25.430
12132.936 64.049 25.203
12133.302 64.049 24.969
12133.668 64.049 24.742
12134.034 64.048 24.516
12134.400 64.048 24.281
12134.767 64.047 24.055
12135.133 64.047 23.828
12135.499 64.046 23.594
12135.865 64.046 23.367
12136.231 64.046 23.133
12136.598 64.045 22.906
12136.964 64.045 22.680
12137.330 64.044 22.445
12137.696 64.044 22.219
12138.062 64.043 21.984
12138.429 64.043 21.758
12138.795 64.043 21.531
12139.161 64.042 21.297
12139.527 64.042 21.070
12139.894 64.041 20.844
12140.260 64.041 20.609
12140.626 64.040 20.383
12140.992 64.040 20.156
12141.358 64.039 19.922
12141.725 64.039 19.695
12142.091 64.039 19.461
12142.457 64.038 19.234
12142.823 64.038 19.008
12143.189 64.037 18.773
12143.556 64.037 18.547
12143.922 64.036 18.320
12144.288 64.036 18.086
12144.654 64.035 17.859
12145.021 64.035 17.633
12145.387 64.035 17.398
12145.753 64.034 17.172
12146.119 64.034 16.945
12146.485 64.033 16.711
12146.852 64.033 16.484
12147.218 64.032 16.258
12147.584 64.032 16.023
12147.950 64.031 15.797
12148.316 64.031 15.570
12148.683 64.031 15.344
12149.049 64.030 15.109
12149.415 64.030 14.883
12149.781 64.029 14.656
12150.147 64.029 14.422
12150.514 64.028 14.195
12150.880 64.028 13.969
12151.246 64.027 13.734
12151.612 64.027 13.508
12151.979 64.026 13.281
12152.345 64.026 13.055
12152.711 64.026 12.820
12153.077 64.025 12.594
12153.443 64.025 12.367
12153.810 64.024 12.133
12154.176 64.024 11.906
12154.542 64.023 11.680
12154.908 64.023 11.453
12155.274 64.022 11.219
12155.641 64.022 10.992
12156.007 64.021 10.766
12156.373 64.021 10.539
12156.739 64.021 10.305
12157.105 64.020 10.078
12157.472 64.020 9.852
12157.838 64.019 9.617
12158.204 64.019 9.391
12158.570 64.018 9.164
12158.937 64.018 8.938
12159.303 64.017 8.703
12159.669 64.017 8.477
12160.035 64.016 8.250
12160.401 64.016 8.023
12160.768 64.015 7.789
12161.134 64.015 7.562
12161.500 64.014 7.336
12161.866 64.014 7.109
12162.232 64.014 6.883
12162.599 64.013 6.648
12162.965 64.013 6.422
12163.331 64.012 6.195
12163.697 64.012 5.969
12164.063 64.011 5.734
12164.430 64.011 5.508
12164.796 64.010 5.281
12165.162 64.010 5.055
12165.528 64.009 4.820
12165.895 64.009 4.594
12166.261 64.008 4.367
12166.627 64.008 4.141
12166.993 64.007 3.914
12167.359 64.007 3.680
12167.726 64.006 3.453
12168.092 64.006 3.227
12168.458 64.005 3.000
12168.824 64.005 2.773
12169.190 64.005 2.539
12169.557 64.004 2.312
12169.923 64.004 2.086
12170.289 64.003 1.859
12170.655 64.003 1.633
12171.021 64.002 1.406
12171.388 64.002 1.172
12171.754 64.001 0.945
12172.120 64.001 0.719
12172.486 64.000 0.492
12172.853 64.000 0.266
12173.219 63.999 0.031
12173.585 63.999 -0.195
12173.951 63.998 -0.422
12174.317 63.998 -0.648
12174.684 63.997 -0.875
12175.050 63.997 -1.102
12175.416 63.996 -1.336
12175.782 63.996 -1.562
12176.148 63.995 -1.789
12176.515 63.995 -2.016
12176.881 63.994 -2.242
12177.247 63.994 -2.469
12177.613 63.993 -2.695
12177.979 63.993 -2.930
12178.346 63.992 -3.156
12178.712 63.992 -3.383
12179.078 63.991 -3.609
12179.444 63.991 -3.836
12179.811 63.990 -4.062
12180.177 63.990 -4.289
12180.543 63.989 -4.523
12180.909 63.989 -4.750
12181.275 63.988 -4.977
12181.642 63.988 -5.203
12182.008 63.987 -5.430
12182.374 63.987 -5.656
12182.740 63.986 -5.883
12183.106 63.986 -6.109
12183.473 63.985 -6.344
12183.839 63.985 -6.570
12184.205 63.984 -6.797
12184.571 63.984 -7.023
12184.938 63.983 -7.250
12185.304 63.983 -7.477
12185.670 63.982 -7.703
12186.036 63.982 -7.930
12186.402 63.981 -8.156
12186.769 63.981 -8.391
12187.135 63.980 -8.617
12187.501 63.980 -8.844
12187.867 63.979 -9.070
12188.233 63.979 -9.297
12188.600 63.978 -9.523
12188.966 63.978 -9.750
12189.332 63.977 -9.977
12189.698 63.977 -10.203
12190.064 63.976 -10.430
12190.431 63.976 -10.656
12190.797 63.975 -10.891
12191.163 63.975 -11.117
12191.529 63.974 -11.344
12191.896 63.974 -11.570
12192.262 63.973 -11.797
12192.628 63.973 -12.023
12192.994 63.972 -12.250
12193.360 63.972 -12.477
12193.727 63.971 -12.703
12194.093 63.971 -12.930
12194.459 63.970 -13.156
12194.825 63.970 -13.383
12195.191 63.969 -13.609
12195.558 63.969 -13.836
12195.924 63.968 -14.062
12196.290 63.968 -14.289
12196.656 63.967 -14.516
12197.022 63.966 -14.750
12197.389 63.966 -14.977
12197.755 63.965 -15.203
12198.121 63.965 -15.430
12198.487 63.964 -15.656
12198.854 63.964 -15.883
12199.220 63.963 -16.109
12199.586 63.963 -16.336
12199.952 63.962 -16.562
12200.318 63.962 -16.789
12200.685 63.961 -17.016
12201.051 63.961 -17.242
12201.417 63.960 -17.469
12201.783 63.960 -17.695
12202.149 63.959 -17.922
12202.516 63.959 -18.148
12202.882 63.958 -18.375
12203.248 63.958 -18.602
12203.614 63.957 -18.828
12203.980 63.957 -19.055
12204.347 63.956 -19.281
12204.713 63.955 -19.508
12205.079 63.955 -19.734
12205.445 63.954 -19.961
12205.812 63.954 -20.188
12206.178 63.953 -20.414
12206.544 63.953 -20.641
12206.910 63.952 -20.867
12207.276 63.952 -21.094
12207.643 63.951 -21.320
12208.009 63.951 -21.547
12208.375 63.950 -21.773
12208.741 63.950 -22.000
12209.107 63.949 -22.227
12209.474 63.949 -22.453
12209.840 63.948 -22.680
12210.206 63.947 -22.906
12210.572 63.947 -23.133
12210.938 63.946 -23.359
12211.305 63.946 -23.586
12211.671 63.945 -23.812
12212.037 63.945 -24.039
12212.403 63.944 -24.266
12212.770 63.944 -24.484
12213.136 63.943 -24.711
12213.502 63.943 -24.938
12213.868 63.942 -25.164
12214.234 63.941 -25.391
12214.601 63.941 -25.617
12214.967 63.940 -25.844
12215.333 63.940 -26.070
12215.699 63.939 -26.297
12216.065 63.939 -26.523
12216.432 63.938 -26.750
12216.798 63.938 -26.977
12217.164 63.937 -27.203
12217.530 63.937 -27.430
12217.896 63.936 -27.656
12218.263 63.935 -27.883
12218.629 63.935 -28.109
12218.995 63.934 -28.328
12219.361 63.934 -28.555
12219.728 63.933 -28.781
12220.094 63.933 -29.008
12220.460 63.932 -29.234
12220.826 63.932 -29.461
12221.192 63.931 -29.688
12221.559 63.931 -29.914
12221.925 63.930 -30.141
12222.291 63.929 -30.367
12222.657 63.929 -30.594
12223.023 63.928 -30.820
12223.390 63.928 -31.039
12223.756 63.927 -31.266
12224.122 63.927 -31.492
12224.488 63.926 -31.719
12224.854 63.926 -31.945
12225.221 63.925 -32.172
12225.587 63.924 -32.398
12225.953 63.924 -32.625
12226.319 63.923 -32.852
12226.686 63.923 -33.070
12227.052 63.922 -33.297
12227.418 63.922 -33.523
12227.784 63.921 -33.750
12228.150 63.920 -33.977
12228.517 63.920 -34.203
12228.883 63.919 -34.430
12229.249 63.919 -34.656
12229.615 63.918 -34.875
12229.981 63.918 -35.102
12230.348 63.917 -35.328
12230.714 63.917 -35.555
12231.080 63.916 -35.781
12231.446 63.915 -36.008
12231.812 63.915 -36.234
12232.179 63.914 -36.453
12232.545 63.914 -36.680
12232.911 63.913 -36.906
12233.277 63.913 -37.133
12233.644 63.912 -37.359
12234.010 63.911 -37.586
12234.376 63.911 -37.805
12234.742 63.910 -38.031
12235.108 63.910 -38.258
12235.475 63.909 -38.484
12235.841 63.909 -38.711
12236.207 63.908 -38.938
12236.573 63.907 -39.156
12236.939 63.907 -39.383
12237.306 63.906 -39.609
12237.672 63.906 -39.836
12238.038 63.905 -40.062
12238.404 63.905 -40.289
12238.771 63.904 -40.508
12239.137 63.903 -40.734
12239.503 63.903 -40.961
12239.869 63.902 -41.188
12240.235 63.902 -41.414
12240.602 63.901 -41.633
12240.968 63.901 -41.859
12241.334 63.900 -42.086
12241.700 63.899 -42.312
12242.066 63.899 -42.539
12242.433 63.898 -42.758
12242.799 63.898 -42.984
12243.165 63.897 -43.211
12243.531 63.896 -43.438
12243.897 63.896 -43.664
12244.264 63.895 -43.883
12244.630 63.895 -44.109
12244.996 63.894 -44.336
12245.362 63.894 -44.562
12245.729 63.893 -44.781
12246.095 63.892 -45.008
12246.461 63.892 -45.234
12246.827 63.891 -45.461
12247.193 63.891 -45.680
12247.560 63.890 -45.906
12247.926 63.889 -46.133
12248.292 63.889 -46.359
12248.658 63.888 -46.586
12249.024 63.888 -46.805
12249.391 63.887 -47.031
12249.757 63.887 -47.258
12250.123 63.886 -47.484
12250.489 63.885 -47.703
12250.855 63.885 -47.930
12251.222 63.884 -48.156
12251.588 63.884 -48.383
12251.954 63.883 -48.602
12252.320 63.882 -48.828
12252.687 63.882 -49.055
12253.053 63.881 -49.273
12253.419 63.881 -49.500
12253.785 63.880 -49.727
12254.151 63.879 -49.953
12254.518 63.879 -50.172
12254.884 63.878 -50.398
12255.250 63.878 -50.625
12255.616 63.877 -50.852
12255.982 63.876 -51.070
12256.349 63.876 -51.297
12256.715 63.875 -51.523
12257.081 63.875 -51.742
12257.447 63.874 -51.969
12257.813 63.873 -52.195
12258.180 63.873 -52.414
12258.546 63.872 -52.641
12258.912 63.872 -52.867
12259.278 63.871 -53.094
12259.645 63.870 -53.312
12260.011 63.870 -53.539
12260.377 63.869 -53.766
12260.743 63.869 -53.984
12261.109 63.868 -54.211
12261.476 63.867 -54.438
12261.842 63.867 -54.656
12262.208 63.866 -54.883
12262.574 63.866 -55.109
12262.940 63.865 -55.328
12263.307 63.864 -55.555
12263.673 63.864 -55.781
12264.039 63.863 -56.000
12264.405 63.863 -56.227
12264.771 63.862 -56.453
12265.138 63.861 -56.672
12265.504 63.861 -56.898
12265.870 63.860 -57.125
12266.236 63.860 -57.344
12266.603 63.859 -57.570
12266.969 63.858 -57.797
12267.335 63.858 -58.016
12267.701 63.857 -58.242
12268.067 63.857 -58.469
12268.434 63.856 -58.688
12268.800 63.855 -58.914
12269.166 63.855 -59.141
12269.532 63.854 -59.359
12269.898 63.853 -59.586
12270.265 63.853 -59.805
12270.631 63.852 -60.031
12270.997 63.852 -60.258
12271.363 63.851 -60.477
12271.729 63.850 -60.703
12272.096 63.850 -60.930
12272.462 63.849 -61.148
12272.828 63.849 -61.375
12273.194 63.848 -61.594
12273.561 63.847 -61.820
12273.927 63.847 -62.047
12274.293 63.846 -62.266
12274.659 63.845 -62.492
12275.025 63.845 -62.711
12275.392 63.844 -62.938
12275.758 63.844 -63.164
12276.124 63.843 -63.383
12276.490 63.842 -63.609
12276.856 63.842 -63.828
12277.223 63.841 -64.055
12277.589 63.841 -64.281
12277.955 63.840 -64.500
12278.321 63.839 -64.727
12278.688 63.839 -64.945
12279.054 63.838 -65.172
12279.420 63.837 -65.391
12279.786 63.837 -65.617
12280.152 63.836 -65.844
12280.519 63.836 -66.062
12280.885 63.835 -66.289
12281.251 63.834 -66.508
12281.617 63.834 -66.734
12281.983 63.833 -66.953
12282.350 63.832 -67.180
12282.716 63.832 -67.398
12283.082 63.831 -67.625
12283.448 63.831 -67.852
12283.814 63.830 -68.070
12284.181 63.829 -68.297
12284.547 63.829 -68.516
12284.913 63.828 -68.742
12285.279 63.827 -68.961
12285.646 63.827 -69.188
12286.012 63.826 -69.406
12286.378 63.826 -69.633
12286.744 63.825 -69.852
12287.110 63.824 -70.078
12287.477 63.824 -70.297
12287.843 63.823 -70.523
12288.209 63.822 -70.742
12288.575 63.822 -70.969
12288.941 63.821 -71.195
12289.308 63.820 -71.414
12289.674 63.820 -71.641
12290.040 63.819 -71.859
12290.406 63.819 -72.086
12290.772 63.818 -72.305
12291.139 63.817 -72.531
12291.505 63.817 -72.750
12291.871 63.816 -72.977
12292.237 63.815 -73.195
12292.604 63.815 -73.422
12292.970 63.814 -73.641
12293.336 63.814 -73.859
12293.702 63.813 -74.086
12294.068 63.812 -74.305
12294.435 63.812 -74.531
12294.801 63.811 -74.750
12295.167 63.810 -74.977
12295.533 63.810 -75.195
12295.899 63.809 -75.422
12296.266 63.808 -75.641
12296.632 63.808 -75.867
12296.998 63.807 -76.086
12297.364 63.807 -76.312
12297.730 63.806 -76.531
12298.097 63.805 -76.758
12298.463 63.805 -76.977
12298.829 63.804 -77.195
12299.195 63.803 -77.422
12299.562 63.803 -77.641
12299.928 63.802 -77.867
12300.294 63.801 -78.086
12300.660 63.801 -78.312
12301.026 63.800 -78.531
12301.393 63.799 -78.758
12301.759 63.799 -78.977
12302.125 63.798 -79.195
12302.491 63.798 -79.422
12302.857 63.797 -79.641
12303.224 63.796 -79.867
12303.590 63.796 -80.086
12303.956 63.795 -80.305
12304.322 63.794 -80.531
12304.688 63.794 -80.750
12305.055 63.793 -80.977
12305.421 63.792 -81.195
12305.787 63.792 -81.414
12306.153 63.791 -81.641
12306.520 63.790 -81.859
12306.886 63.790 -82.086
12307.252 63.789 -82.305
12307.618 63.788 -82.523
12307.984 63.788 -82.750
12308.351 63.787 -82.969
12308.717 63.786 -83.195
12309.083 63.786 -83.414
12309.449 63.785 -83.633
12309.815 63.785 -83.859
12310.182 63.784 -84.078
12310.548 63.783 -84.297
12310.914 63.783 -84.523
12311.280 63.782 -84.742
12311.646 63.781 -84.969
12312.013 63.781 -85.188
12312.379 63.780 -85.406
12312.745 63.779 -85.633
12313.111 63.779 -85.852
12313.478 63.778 -86.070
12313.844 63.777 -86.297
12314.210 63.777 -86.516
12314.576 63.776 -86.734
12314.942 63.775 -86.961
12315.309 63.775 -87.180
12315.675 63.774 -87.398
12316.041 63.773 -87.625
12316.407 63.773 -87.844
12316.773 63.772 -88.062
12317.140 63.771 -88.289
12317.506 63.771 -88.508
12317.872 63.770 -88.727
12318.238 63.769 -88.953
12318.604 63.769 -89.172
12318.971 63.768 -89.391
12319.337 63.767 -89.617
12319.703 63.767 -89.836
12320.069 63.766 -90.055
12320.436 63.766 -90.273
12320.802 63.765 -90.500
12321.168 63.764 -90.719
12321.534 63.764 -90.938
12321.900 63.763 -91.164
12322.267 63.762 -91.383
12322.633 63.762 -91.602
12322.999 63.761 -91.820
12323.365 63.760 -92.047
12323.731 63.760 -92.266
12324.098 63.759 -92.484
12324.464 63.758 -92.711
12324.830 63.758 -92.930
12325.196 63.757 -93.148
12325.562 63.756 -93.367
12325.929 63.756 -93.594
12326.295 63.755 -93.812
12326.661 63.754 -94.031
12327.027 63.754 -94.250
12327.394 63.753 -94.477
12327.760 63.752 -94.695
12328.126 63.752 -94.914
12328.492 63.751 -95.133
12328.858 63.750 -95.359
12329.225 63.750 -95.578
12329.591 63.749 -95.797
12329.957 63.748 -96.016
12330.323 63.748 -96.234
12330.689 63.747 -96.461
12331.056 63.746 -96.680
12331.422 63.746 -96.898
12331.788 63.745 -97.117
12332.154 63.744 -97.344
12332.521 63.744 -97.562
12332.887 63.743 -97.781
12333.253 63.742 -98.000
12333.619 63.742 -98.219
12333.985 63.741 -98.445
12334.352 63.740 -98.664
12334.718 63.740 -98.883
12335.084 63.739 -99.102
12335.450 63.738 -99.320
12335.816 63.738 -99.547
12336.183 63.737 -99.766
12336.549 63.736 -99.984
12336.915 63.736 -100.203
12337.281 63.735 -100.422
12337.647 63.734 -100.641
12338.014 63.733 -100.867
12338.380 63.733 -101.086
12338.746 63.732 -101.305
12339.112 63.731 -101.523
12339.479 63.731 -101.742
12339.845 63.730 -101.961
12340.211 63.729 -102.188
12340.577 63.729 -102.406
12340.943 63.728 -102.625
12341.310 63.727 -102.844
12341.676 63.727 -103.062
12342.042 63.726 -103.281
12342.408 63.725 -103.500
12342.774 63.725 -103.727
12343.141 63.724 -103.945
12343.507 63.723 -104.164
12343.873 63.723 -104.383
12344.239 63.722 -104.602
12344.605 63.721 -104.820
12344.972 63.721 -105.039
12345.338 63.720 -105.258
12345.704 63.719 -105.484
12346.070 63.719 -105.703
12346.437 63.718 -105.922
12346.803 63.717 -106.141
12347.169 63.717 -106.359
12347.535 63.716 -106.578
12347.901 63.715 -106.797
12348.268 63.715 -107.016
12348.634 63.714 -107.234
12349.000 63.713 -107.453
12349.366 63.712 -107.680
12349.732 63.712 -107.898
12350.099 63.711 -108.117
12350.465 63.710 -108.336
12350.831 63.710 -108.555
12351.197 63.709 -108.773
12351.563 63.708 -108.992
12351.930 63.708 -109.211
12352.296 63.707 -109.430
12352.662 63.706 -109.648
12353.028 63.706 -109.867
12353.395 63.705 -110.086
12353.761 63.704 -110.305
12354.127 63.704 -110.523
12354.493 63.703 -110.742
12354.859 63.702 -110.961
12355.226 63.702 -111.180
12355.592 63.701 -111.398
12355.958 63.700 -111.625
12356.324 63.699 -111.844
12356.690 63.699 -112.062
12357.057 63.698 -112.281
12357.423 63.697 -112.500
12357.789 63.697 -112.719
12358.155 63.696 -112.938
12358.521 63.695 -113.156
12358.888 63.695 -113.375
12359.254 63.694 -113.594
12359.620 63.693 -113.812
12359.986 63.693 -114.031
12360.353 63.692 -114.250
12360.719 63.691 -114.469
12361.085 63.691 -114.688
12361.451 63.690 -114.906
12361.817 63.689 -115.125
12362.184 63.688 -115.344
12362.550 63.688 -115.562
12362.916 63.687 -115.781
12363.282 63.686 -116.000
12363.648 63.686 -116.211
12364.015 63.685 -116.430
12364.381 63.684 -116.648
12364.747 63.684 -116.867
12365.113 63.683 -117.086
12365.479 63.682 -117.305
12365.846 63.682 -117.523
12366.212 63.681 -117.742
12366.578 63.680 -117.961
12366.944 63.679 -118.180
12367.311 63.679 -118.398
12367.677 63.678 -118.617
12368.043 63.677 -118.836
12368.409 63.677 -119.055
12368.775 63.676 -119.273
12369.142 63.675 -119.492
12369.508 63.675 -119.711
12369.874 63.674 -119.930
12370.240 63.673 -120.141
12370.606 63.673 -120.359
12370.973 63.672 -120.578
12371.339 63.671 -120.797
12371.705 63.670 -121.016
12372.071 63.670 -121.234
12372.438 63.669 -121.453
12372.804 63.668 -121.672
12373.170 63.668 -121.891
12373.536 63.667 -122.109
12373.902 63.666 -122.320
12374.269 63.666 -122.539
12374.635 63.665 -122.758
12375.001 63.664 -122.977
12375.367 63.664 -123.195
12375.733 63.663 -123.414
12376.100 63.662 -123.633
12376.466 63.661 -123.852
12376.832 63.661 -124.062
12377.198 63.660 -124.281
12377.564 63.659 -124.500
12377.931 63.659 -124.719
12378.297 63.658 -124.938
12378.663 63.657 -125.156
12379.029 63.657 -125.375
12379.396 63.656 -125.586
12379.762 63.655 -125.805
12380.128 63.654 -126.023
12380.494 63.654 -126.242
12380.860 63.653 -126.461
12381.227 63.652 -126.680
12381.593 63.652 -126.891
12381.959 63.651 -127.109
12382.325 63.650 -127.328
12382.691 63.650 -127.547
12383.058 63.649 -127.766
12383.424 63.648 -127.977
12383.790 63.647 -128.195
12384.156 63.647 -128.414
12384.522 63.646 -128.633
12384.889 63.645 -128.852
12385.255 63.645 -129.062
12385.621 63.644 -129.281
12385.987 63.643 -129.500
12386.354 63.643 -129.719
12386.720 63.642 -129.938
12387.086 63.641 -130.148
12387.452 63.640 -130.367
12387.818 63.640 -130.586
12388.185 63.639 -130.805
12388.551 63.638 -131.016
12388.917 63.638 -131.234
12389.283 63.637 -131.453
12389.649 63.636 -131.672
12390.016 63.635 -131.883
12390.382 63.635 -132.102
12390.748 63.634 -132.320
12391.114 63.633 -132.539
12391.480 63.633 -132.750
12391.847 63.632 -132.969
12392.213 63.631 -133.188
12392.579 63.631 -133.406
12392.945 63.630 -133.617
12393.312 63.629 -133.836
12393.678 63.628 -134.055
12394.044 63.628 -134.266
12394.410 63.627 -134.484
12394.776 63.626 -134.703
12395.143 63.626 -134.922
12395.509 63.625 -135.133
12395.875 63.624 -135.352
12396.241 63.624 -135.570
12396.607 63.623 -135.781
12396.974 63.622 -136.000
12397.340 63.621 -136.219
12397.706 63.621 -136.430
12398.072 63.620 -136.648
12398.438 63.619 -136.867
12398.805 63.619 -137.078
12399.171 63.618 -137.297
12399.537 63.617 -137.516
12399.903 63.616 -137.727
12400.270 63.616 -137.945
12400.636 63.615 -138.164
12401.002 63.614 -138.375
12401.368 63.614 -138.594
12401.734 63.613 -138.812
12402.101 63.612 -139.023
12402.467 63.611 -139.242
12402.833 63.611 -139.461
12403.199 63.610 -139.672
12403.565 63.609 -139.891
12403.932 63.609 -140.109
12404.298 63.608 -140.320
12404.664 63.607 -140.539
12405.030 63.607 -140.750
12405.396 63.606 -140.969
12405.763 63.605 -141.188
12406.129 63.604 -141.398
12406.495 63.604 -141.617
12406.861 63.603 -141.836
12407.228 63.602 -142.047
12407.594 63.602 -142.266
12407.960 63.601 -142.477
